date,bank,fx_position,days_exceeded
2024-01-31,SOGEBL,,0
2024-02-29,SOGEBL,,0
2024-03-31,SOGEBL,0.0,0
2024-04-30,SOGEBL,0.0043967885312176155,0
2024-05-31,SOGEBL,0.003,0
2024-06-30,SOGEBL,0.0029,0
2024-07-31,SOGEBL,,0
2024-08-31,SOGEBL,,0
2024-09-30,SOGEBL,,0
2024-10-31,SOGEBL,,0
2024-11-30,SOGEBL,0.0034,0
2024-12-31,SOGEBL,0.0025,0
2025-01-31,SOGEBL,0.0016,0
2025-02-28,SOGEBL,3.81e-05,0
2025-03-31,SOGEBL,0.0017,0
2025-04-30,SOGEBL,0.0033,0
2025-05-31,SOGEBL,0.0048,0
2025-06-30,SOGEBL,-0.0039,0
2025-07-31,SOGEBL,0.0003,0
2025-08-31,SOGEBL,0.0003,0
2025-09-30,SOGEBL,0.0044,0
1999-10-31,UNIBK,0.013,0
1999-11-30,UNIBK,0.1172,0
1999-12-31,UNIBK,0.0034,0
2000-01-31,UNIBK,0.0112,0
2000-02-29,UNIBK,0.0092,0
2000-03-31,UNIBK,0.0166,0
2000-04-30,UNIBK,0.0279,0
2000-05-31,UNIBK,0.0361,0
2000-06-30,UNIBK,0.0068,0
2000-07-31,UNIBK,0.0064,0
2000-08-31,UNIBK,0.0214,0
2000-09-30,UNIBK,0.0667,0
2000-10-31,UNIBK,0.0072,0
2000-11-30,UNIBK,0.0032,0
2000-12-31,UNIBK,0.0224,0
2001-01-31,UNIBK,0.039,0
2001-02-28,UNIBK,0.0508,0
2001-03-31,UNIBK,0.0138,0
2001-04-30,UNIBK,0.0069,0
2001-05-31,UNIBK,0.0239,0
2001-06-30,UNIBK,0.0598,0
2001-07-31,UNIBK,0.0313,0
2001-08-31,UNIBK,0.0773,0
2001-09-30,UNIBK,0.019,0
2001-10-31,UNIBK,0.0107,0
2001-11-30,UNIBK,0.028,0
2001-12-31,UNIBK,0.02,2
2002-01-31,UNIBK,0.0153,0
2002-02-28,UNIBK,0.0224,0
2002-03-31,UNIBK,0.0238,1
2002-04-30,UNIBK,-0.0171,0
2002-05-31,UNIBK,-0.0001,0
2002-06-30,UNIBK,0.035,0
2002-07-31,UNIBK,0.0038,0
2002-08-31,UNIBK,-0.0015,0
2002-09-30,UNIBK,-0.0004,0
2002-10-31,UNIBK,0.0056,0
2002-11-30,UNIBK,0.0063,0
2002-12-31,UNIBK,0.0174,0
2003-01-31,UNIBK,0.0015,0
2003-02-28,UNIBK,0.0194,0
2003-03-31,UNIBK,0.0109,0
2003-04-30,UNIBK,0.0113,0
2003-05-31,UNIBK,0.0083,0
2003-06-30,UNIBK,0.0327,0
2003-07-31,UNIBK,0.0619,0
2003-08-31,UNIBK,0.0103,0
2003-09-30,UNIBK,0.0317,0
2003-10-31,UNIBK,0.0457,0
2003-11-30,UNIBK,0.0376,0
2003-12-31,UNIBK,0.0591,0
2004-01-31,UNIBK,0.0703,2
2004-02-29,UNIBK,0.0903,12
2004-03-31,UNIBK,0.0455,5
2004-04-30,UNIBK,0.0602,0
2004-05-31,UNIBK,0.0211,0
2004-06-30,UNIBK,0.0328,0
2004-07-31,UNIBK,0.0,0
2004-08-31,UNIBK,0.0,0
2004-09-30,UNIBK,0.0,0
2004-10-31,UNIBK,0.0789,0
2004-11-30,UNIBK,0.0291,0
2004-12-31,UNIBK,0.0528,0
2005-01-31,UNIBK,0.0574,0
2005-02-28,UNIBK,0.0798,3
2005-03-31,UNIBK,0.0785,2
2005-04-30,UNIBK,0.0741,10
2005-05-31,UNIBK,0.074,4
2005-06-30,UNIBK,0.0667,9
2005-07-31,UNIBK,0.0674,12
2005-08-31,UNIBK,0.0634,1
2005-09-30,UNIBK,0.1045,2
2005-10-31,UNIBK,0.0634,0
2005-11-30,UNIBK,0.0433,0
2005-12-31,UNIBK,0.0758,0
2006-01-31,UNIBK,0.0436,0
2006-02-28,UNIBK,0.0555,0
2006-03-31,UNIBK,0.0529,0
2006-04-30,UNIBK,0.0442,0
2006-05-31,UNIBK,0.0548,1
2006-06-30,UNIBK,0.025,0
2006-07-31,UNIBK,0.0627,0
2006-08-31,UNIBK,0.0202,0
2006-09-30,UNIBK,0.0315,0
2006-10-31,UNIBK,0.0132,0
2006-11-30,UNIBK,0.0138,0
2006-12-31,UNIBK,0.0331,0
2007-01-31,UNIBK,0.0142,0
2007-02-28,UNIBK,0.0244,0
2007-03-31,UNIBK,0.0079,0
2007-04-30,UNIBK,0.0229,0
2007-05-31,UNIBK,0.0196,0
2007-06-30,UNIBK,0.0233,0
2007-07-31,UNIBK,0.0172,0
2007-08-31,UNIBK,0.0312,0
2007-09-30,UNIBK,0.0306,0
2007-10-31,UNIBK,0.0151,0
2007-11-30,UNIBK,0.0202,0
2007-12-31,UNIBK,0.0219,0
2008-01-31,UNIBK,0.0,0
2008-02-29,UNIBK,0.0,0
2008-03-31,UNIBK,0.0,0
2008-04-30,UNIBK,0.0068,5
2008-05-31,UNIBK,0.008,7
2008-06-30,UNIBK,0.0112,5
2008-07-31,UNIBK,0.0036,5
2008-08-31,UNIBK,0.0147,6
2008-09-30,UNIBK,0.0251,4
2008-10-31,UNIBK,0.0068,7
2008-11-30,UNIBK,0.0041,1
2008-12-31,UNIBK,0.0117,7
2009-01-31,UNIBK,0.0069,2
2009-02-28,UNIBK,0.0079,8
2009-03-31,UNIBK,0.0059,3
2009-04-30,UNIBK,0.007,0
2009-05-31,UNIBK,0.0089,0
2009-06-30,UNIBK,0.01,3
2009-07-31,UNIBK,0.0043,1
2009-08-31,UNIBK,0.0104,4
2009-09-30,UNIBK,0.0111,0
2009-10-31,UNIBK,0.0078,1
2009-11-30,UNIBK,0.023,1
2009-12-31,UNIBK,0.0206,8
2010-01-31,UNIBK,0.0,0
2010-02-28,UNIBK,0.0145,0
2010-03-31,UNIBK,0.0101,13
2010-04-30,UNIBK,0.0155,6
2010-05-31,UNIBK,0.0018,1
2010-06-30,UNIBK,0.0089,0
2010-07-31,UNIBK,0.0118,1
2010-08-31,UNIBK,0.0021,1
2010-09-30,UNIBK,0.0097,2
2010-10-31,UNIBK,0.0094,1
2010-11-30,UNIBK,0.0046,4
2010-12-31,UNIBK,0.012,4
2011-01-31,UNIBK,0.0108,0
2011-02-28,UNIBK,0.0081,0
2011-03-31,UNIBK,0.0109,0
2011-04-30,UNIBK,0.0049,1
2011-05-31,UNIBK,0.0073,0
2011-06-30,UNIBK,0.0104,0
2011-07-31,UNIBK,0.0094,1
2011-08-31,UNIBK,0.0094,1
2011-09-30,UNIBK,0.0067,0
2011-10-31,UNIBK,0.0126,0
2011-11-30,UNIBK,0.0124,0
2011-12-31,UNIBK,0.0098,1
2012-01-31,UNIBK,0.0156,0
2012-02-29,UNIBK,0.0198,0
2012-03-31,UNIBK,0.0152,0
2012-04-30,UNIBK,0.0118,0
2012-05-31,UNIBK,0.0067,0
2012-06-30,UNIBK,0.0138,0
2012-07-31,UNIBK,0.0081,0
2012-08-31,UNIBK,0.0238,21
2012-09-30,UNIBK,0.0108,21
2012-10-31,UNIBK,0.0087,0
2012-11-30,UNIBK,0.4977,16
2012-12-31,UNIBK,0.3302,31
2013-01-31,UNIBK,0.0344,31
2013-02-28,UNIBK,0.0149,3
2013-03-31,UNIBK,0.0142,1
2013-04-30,UNIBK,0.0179,0
2013-05-31,UNIBK,0.0128,1
2013-06-30,UNIBK,0.0081,0
2013-07-31,UNIBK,0.0058,0
2013-08-31,UNIBK,0.0143,0
2013-09-30,UNIBK,0.014,0
2013-10-31,UNIBK,0.0096,0
2013-11-30,UNIBK,0.0081,0
2013-12-31,UNIBK,0.0053,0
2014-01-31,UNIBK,0.0152,0
2014-02-28,UNIBK,0.0076,0
2014-03-31,UNIBK,0.0089,0
2014-04-30,UNIBK,0.0071,0
2014-05-31,UNIBK,0.0171,0
2014-06-30,UNIBK,0.0077,0
2014-07-31,UNIBK,0.002,0
2014-08-31,UNIBK,0.0115,0
2014-09-30,UNIBK,0.0132,1
2014-10-31,UNIBK,0.0112,0
2014-11-30,UNIBK,0.0151,1
2014-12-31,UNIBK,0.01,0
2015-01-31,UNIBK,0.0119,1
2015-02-28,UNIBK,0.0115,1
2015-03-31,UNIBK,0.0095,0
2015-04-30,UNIBK,0.0092,1
2015-05-31,UNIBK,0.0106,0
2015-06-30,UNIBK,0.0095,0
2015-07-31,UNIBK,0.0296,2
2015-08-31,UNIBK,0.0091,3
2015-09-30,UNIBK,0.019,0
2015-10-31,UNIBK,0.0191,1
2015-11-30,UNIBK,0.006,0
2015-12-31,UNIBK,0.0024,1
2016-01-31,UNIBK,0.0096,0
2016-02-29,UNIBK,0.0161,0
2016-03-31,UNIBK,0.0136,0
2016-04-30,UNIBK,0.0067,3
2016-05-31,UNIBK,0.0026,0
2016-06-30,UNIBK,0.0115,0
2016-07-31,UNIBK,0.0043,0
2016-08-31,UNIBK,0.0049,0
2016-09-30,UNIBK,0.0087,0
2016-10-31,UNIBK,0.0041,0
2016-11-30,UNIBK,0.0099,0
2016-12-31,UNIBK,0.0046,0
2017-01-31,UNIBK,0.0033,0
2017-02-28,UNIBK,0.006,0
2017-03-31,UNIBK,0.008,3
2017-04-30,UNIBK,0.0035,12
2017-05-31,UNIBK,0.0015,7
2017-06-30,UNIBK,0.0023,1
2017-07-31,UNIBK,0.0018,0
2017-08-31,UNIBK,0.0032,0
2017-09-30,UNIBK,0.0032,1
2017-10-31,UNIBK,0.002,0
2017-11-30,UNIBK,0.005,1
2017-12-31,UNIBK,0.0036,5
2018-01-31,UNIBK,0.0013,1
2018-02-28,UNIBK,0.0017,0
2018-03-31,UNIBK,0.0031,0
2018-04-30,UNIBK,0.0022,0
2018-05-31,UNIBK,0.0028,0
2018-06-30,UNIBK,0.0016,0
2018-07-31,UNIBK,0.0022,3
2018-08-31,UNIBK,0.003,4
2018-09-30,UNIBK,0.0019,3
2018-10-31,UNIBK,0.0015,0
2018-11-30,UNIBK,0.0034,0
2018-12-31,UNIBK,0.0044,0
2019-01-31,UNIBK,0.0015,0
2019-02-28,UNIBK,0.0034,0
2019-03-31,UNIBK,0.0044,0
2019-04-30,UNIBK,0.0024,0
2019-05-31,UNIBK,0.0021,0
2019-06-30,UNIBK,0.0029,3
2019-07-31,UNIBK,0.0038,0
2019-08-31,UNIBK,0.0046,3
2019-09-30,UNIBK,0.0011,3
2019-10-31,UNIBK,0.0025,0
2019-11-30,UNIBK,0.0052,2
2019-12-31,UNIBK,0.0025,6
2020-01-31,UNIBK,0.0051,0
2020-02-29,UNIBK,0.0056,2
2020-03-31,UNIBK,0.0032,6
2020-04-30,UNIBK,0.0022,0
2020-05-31,UNIBK,0.0021,0
2020-06-30,UNIBK,0.0038,0
2020-07-31,UNIBK,0.0042,0
2020-08-31,UNIBK,0.0086,4
2020-09-30,UNIBK,0.0024,7
2020-10-31,UNIBK,0.0022,0
2020-11-30,UNIBK,0.0008,0
2020-12-31,UNIBK,0.0131,1
2021-01-31,UNIBK,0.0034,0
2021-02-28,UNIBK,0.0035,0
2021-03-31,UNIBK,0.0026,0
2021-04-30,UNIBK,0.0035,0
2021-05-31,UNIBK,0.004,0
2021-06-30,UNIBK,0.003,0
2021-07-31,UNIBK,0.0029,0
2021-08-31,UNIBK,0.0054,1
2021-09-30,UNIBK,0.0046,0
2021-10-31,UNIBK,0.0047,0
2021-11-30,UNIBK,0.0024,0
2021-12-31,UNIBK,0.0017,0
2022-01-31,UNIBK,0.0006,0
2022-02-28,UNIBK,0.0034,0
2022-03-31,UNIBK,0.0029,0
2022-04-30,UNIBK,0.0017,0
2022-05-31,UNIBK,0.0026,0
2022-06-30,UNIBK,0.0031,0
2022-07-31,UNIBK,0.0029061073289586795,0
2022-08-31,UNIBK,0.0032257166755080688,1
2022-09-30,UNIBK,0.002965885953480502,0
2022-10-31,UNIBK,0.001,0
2022-11-30,UNIBK,0.0052,7
2022-12-31,UNIBK,0.0219,30
2023-01-31,UNIBK,0.016635222888727444,31
2023-02-28,UNIBK,0.003171476966136035,9
2023-03-31,UNIBK,0.009268475062554423,31
2024-01-31,UNIBK,0.001188001385794075,0
2024-02-29,UNIBK,0.00501671749941575,0
2024-03-31,UNIBK,0.006684810688637301,31
2024-04-30,UNIBK,0.0046,0
2024-05-31,UNIBK,0.0035,0
2024-06-30,UNIBK,0.0069,0
2024-07-31,UNIBK,0.0047,0
2024-08-31,UNIBK,,0
2024-09-30,UNIBK,0.0071,0
2024-10-31,UNIBK,0.0015,0
2024-11-30,UNIBK,0.0014,0
2024-12-31,UNIBK,0.0012,0
2025-01-31,UNIBK,0.0033,0
2025-02-28,UNIBK,0.0041,0
2025-03-31,UNIBK,0.0012,0
2025-04-30,UNIBK,0.0039,0
2025-05-31,UNIBK,0.0025,0
2025-06-30,UNIBK,0.0022,0
2025-07-31,UNIBK,0.0024,0
2025-08-31,UNIBK,0.0027,0
2025-09-30,UNIBK,0.0031,0
