date,metric,label,period_type,unit,bank,value
2023-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBK,0.10603009777673048
2024-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBK,0.07604637611346038
2024-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBK,0.0686847810522772
2024-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBK,0.08036774330939671
2024-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBK,0.11268931876953858
2025-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBK,0.12912594756979331
2025-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBK,0.11599879314365756
2025-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBK,0.13458567470724586
1999-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.3676
2000-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.4907
2000-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.496
2000-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.5256067573981993
2000-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1843
2001-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.2608
2001-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.2477
2001-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.2456229139349602
2001-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.2951
2002-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.3106
2002-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.4688
2002-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.30976465512777446
2002-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.3508
2003-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.3634
2003-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.3668
2003-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.3482228821479109
2003-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.3835
2004-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.351
2004-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.35740645972382845
2004-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.26805484479287134
2004-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1152
2005-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.2007
2005-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.2143
2005-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.2188
2005-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1973
2006-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.2116
2006-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.2025
2006-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1789
2006-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1999
2007-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1804
2007-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1745
2007-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1815
2007-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.0926
2008-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1152
2008-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1341
2008-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1767
2008-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1134
2009-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1067
2009-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1447
2009-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.16521059715149686
2009-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.14593663707517565
2010-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.09667204864228632
2010-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.09661784541940105
2010-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.08479859600140634
2010-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.07948439704428803
2011-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.09841122098014038
2011-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1145312360062525
2011-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.09586969024029328
2011-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.11943883865230569
2012-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.12835894848567023
2012-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.12496443099144366
2012-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.12379222092974446
2012-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.05852975781286273
2013-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.09771829088083839
2013-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.12055145734662644
2013-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.12827717051344426
2013-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.09995419581255574
2014-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.12874114169093442
2014-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.12337850642981678
2014-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.12333932071595143
2014-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1671341958642693
2015-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.18154629478900217
2015-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.18096422453772046
2015-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.18705961323475068
2015-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.19057366414755803
2016-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.23473664890308113
2016-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.21727860242280306
2016-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.22638851768650495
2016-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.17172833033624013
2017-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.19840232431641028
2017-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.18897247989886823
2017-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.20302229476133865
2017-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.16223165200755651
2018-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.14114277786124715
2018-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1481862180263801
2018-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.2040257977670168
2018-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.10107670641365238
2019-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.12408711777187649
2019-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.08544973020432862
2019-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.15139889090489278
2019-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1865433048531802
2020-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.19902965622254723
2020-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1687797791184871
2020-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.19215134776134005
2020-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.09346161164203193
2021-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.09017298821133536
2021-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.10131441831435078
2021-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1357098966561243
2021-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.13146684305737846
2022-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.13171349123933263
2022-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.12784835239551542
2022-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1764601706585961
2022-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1474678121376334
2023-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1732733794984604
2023-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.18121513862483674
2023-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1726772101096658
2023-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.11350723026402189
2024-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.09450644638296711
2024-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.08591511503045048
2024-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.09777687034328576
2024-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.06149867692924476
2025-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1411413735871046
2025-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.13696934950583867
2025-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SOGEBL,0.1338754992864929
1999-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2148
2000-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2821
2000-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.3005
2000-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.32778595559293955
2000-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1405
2001-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2363
2001-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2351
2001-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2316093146904435
2001-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.0966
2002-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1367
2002-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2315
2002-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.17246988747751665
2002-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.328
2003-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.3492
2003-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.3764
2003-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.34997982031845587
2003-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.3117
2004-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2418
2004-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.20139792907919354
2004-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.15104844680939516
2004-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1124
2005-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1276
2005-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1258
2005-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1277
2005-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2481
2006-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2838
2006-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.3397
2006-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.3417
2006-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.3572
2007-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.3271
2007-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.3099
2007-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2713
2007-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1862
2008-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1821
2008-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.19
2008-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2165
2008-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1316
2009-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1674
2009-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1795
2009-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.18269910156311828
2009-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.144967079951299
2010-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.08344002825127594
2010-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.10596299899814715
2010-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1844357644563173
2010-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.20965163562012698
2011-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.20916533901579543
2011-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.20956376798871104
2011-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.22160907348595255
2011-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.18996152919206652
2012-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.22187902889618424
2012-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.21689538491959795
2012-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.21932347375653227
2012-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1816
2013-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.20210279093818048
2013-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.21793705731086702
2013-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.21856062469687987
2013-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1741323171569377
2014-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.18157746446154233
2014-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.20774536741377933
2014-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.20507592021219445
2014-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.19893953676457948
2015-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.21022029610279883
2015-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.23030042224443628
2015-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.22498765373179191
2015-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.31136787651998454
2016-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.5208353824546921
2016-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.42330142448204167
2016-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.3835190142286141
2016-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.16006853692302708
2017-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.18903280329027164
2017-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.5648603171884249
2017-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.48177828328957045
2017-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1586855933606742
2018-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.15466018466627968
2018-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.174815516488242
2018-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.18563221079206246
2018-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.25514146834497975
2019-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2434611690008509
2019-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2347142583864681
2019-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2169808833566835
2019-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.14669043242913027
2020-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.17732093459868628
2020-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.20975921484032908
2020-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.12976089651586392
2020-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.20249425544731464
2021-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.21065080985076032
2021-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.22322979988275546
2021-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.22593275500188215
2021-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.16734735504996034
2022-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.19472432438206577
2022-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.21673425261882062
2022-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2135184205617245
2022-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.30515174781371207
2023-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.2726023025487639
2023-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.220508983636288
2023-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.20719138403610818
2023-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.14406869769835712
2024-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.12833375493922486
2024-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1137505250255696
2024-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.12478583461731642
2024-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.1161907919423899
2025-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.12863165515113525
2025-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.13829966902368648
2025-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,SYSTÈME,0.15101757818954845
1999-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2334
2000-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2895
2000-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2672
2000-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.25101115410358515
2000-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.3764
2001-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2933
2001-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2482
2001-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2629010497778859
2001-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.0543
2002-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.0791
2002-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.1955
2002-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.1775307993704561
2002-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2704
2003-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.3227
2003-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.3229
2003-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.32396333799741883
2003-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2198
2004-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.1606
2004-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.15318270115530072
2004-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.11488702586647553
2004-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2247
2005-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2081
2005-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2307
2005-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.239
2005-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2562
2006-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2684
2006-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2678
2006-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2806
2006-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.1759
2007-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.1984
2007-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2071
2007-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2287
2007-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.1581
2008-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.1584
2008-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.1838
2008-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2431
2008-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.1588
2009-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.1991
2009-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2092
2009-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.20352065754017415
2009-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.17616058903991672
2010-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2317197753059679
2010-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2329009858453617
2010-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.33633893629502754
2010-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.18828345512020098
2011-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2150401667588147
2011-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.25158091564540447
2011-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.299332248552176
2011-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2037175913432865
2012-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2749493166175536
2012-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2580774746069881
2012-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2877914502744909
2012-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.1912004213362838
2013-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2202843148236537
2013-06-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2611411332770673
2013-09-30,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2829802381200909
2013-12-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.20833878233276
2014-03-31,roe_cumul,ROE (fiscal year cumulative),cumul,ratio,UNIBNK,0.2546154279463448
