date,metric,label,period_type,unit,bank,value
1999-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BHD,16.9803
2000-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BHD,4.4925
2000-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BHD,1.0021
2000-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BHD,0.8246655360844167
2000-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BHD,1.6848
2001-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BHD,3.339
2001-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BHD,4.1869
2001-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BHD,3.937578753513617
2001-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BHD,-4.4569
1999-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,0.8117
2000-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,0.7723
2000-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,0.9744
2000-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,0.870814479638009
2000-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,0.8402
2001-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,0.9345
2001-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,0.9564
2001-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,0.8813056379821959
2001-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,0.7787
2002-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.1056
2002-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.3075
2002-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.2628138974888201
2002-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.1174
2003-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.6282
2003-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,11.5888
2003-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.60070206230803
2003-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.6512
2004-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.0102
2004-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.2356513817187975
2004-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.2356513817187975
2004-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.9555
2005-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,2.2511
2005-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,0.9284
2005-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,0.7625
2005-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,2.6742
2006-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.8838
2006-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BICH,1.1396
1999-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,1.0404
2000-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.6525
2000-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.4974
2000-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.549221607337763
2000-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.6892
2001-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.4535
2001-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.5386
2001-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.6377368633248219
2001-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.541
2002-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.6108
2002-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.6706
2002-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.7025856928177849
2002-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.6404
2003-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.5909
2003-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.3931
2003-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.8055529036700168
2003-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.5293
2004-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.6506
2004-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,1.272464775810953
2004-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,1.272464775810953
2004-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.877
2005-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.7678
2005-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.7412
2005-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.6726
2005-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.4946
2006-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.5339
2006-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.4328
2006-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.6533
2006-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0189
2007-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0181
2007-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0241
2007-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0249
2007-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0169
2008-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0138
2008-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0114
2008-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0127
2008-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0084
2009-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0066
2009-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0056
2009-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.004841097824440643
2009-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.002147627536258293
2010-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.002305291806394984
2010-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.002447374947006477
2010-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.002290318168590415
2010-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.001217060112078567
2011-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0011658625800734991
2011-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0011640719007459705
2011-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0011353360982382693
2011-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0010966215291168915
2012-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0010314920387997396
2012-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0011011551410009693
2012-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0011626743170437604
2012-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0009432578186968777
2013-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0009400754425211823
2013-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0010498429889061534
2013-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0011404003173934244
2013-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.002295673142484845
2014-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0022449950692803684
2014-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.002229475529220378
2014-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0021957282675551353
2014-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0025679553575070108
2015-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0034943575324100653
2015-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.003917266047552103
2015-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.004334310002529954
2015-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.004991950484526423
2016-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.005046357184934562
2016-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.004559562824372697
2016-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.004712985163678976
2016-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.005501087042935991
2017-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.005508018679002325
2017-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.005879920760751275
2017-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.005968558426564447
2017-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.006715813040283033
2018-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.006899023428809755
2018-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.007657245434626082
2018-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.007959520027080298
2018-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.01075517491278484
2019-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.010580342412497046
2019-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.010942639078804857
2019-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.012096653394315681
2019-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.013118688831550901
2020-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.012132236354018989
2020-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.01129260164010539
2020-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.012282762603193555
2020-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.009523812489152763
2021-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.008718366271211688
2021-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.007418710827146502
2021-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.007464132650801321
2021-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.006395837581269216
2022-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.006309793519201546
2022-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.006139941582644379
2022-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.006003690507811597
2022-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.006188120374505706
2023-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.006408221429593764
2023-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.006566941013580887
2023-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.006733315548067185
2023-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.007336750601620083
2024-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.007145800754582696
2024-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.007152629794380103
2024-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.007058486427702675
2024-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.007034860009420777
2025-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.0070212002662290674
2025-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.006935964101527351
2025-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BNC,0.006968250627598437
1999-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.81
2000-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.8593
2000-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.8086
2000-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.8821370714451022
2000-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.8413
2001-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.8915
2001-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,1.0003
2001-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.828597504495178
2001-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.775
2002-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.7598
2002-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.9005
2002-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.3443108743425989
2002-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.6731
2003-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.7476
2003-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.6562
2003-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.6683865328319419
2003-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.4965
2004-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.6317
2004-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.7132767819444976
2004-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.7132767819444976
2004-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.6678
2005-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.8224
2005-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.7553
2005-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.6406
2005-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.7495
2006-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.6877
2006-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.6542
2006-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.7831
2006-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0297
2007-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0295
2007-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0309
2007-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0312
2007-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0285
2008-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0265
2008-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0231
2008-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.023
2008-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0183
2009-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0172
2009-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0162
2009-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.014386746900529108
2009-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.007023994024243551
2010-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.006743034253923364
2010-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.006047689295887954
2010-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.005650237854693654
2010-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.003177776559162806
2011-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0029963949400578912
2011-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0028792455339379103
2011-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0029093426087123285
2011-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0025192816852254926
2012-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.002718932453170089
2012-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0029338474077384414
2012-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0030475317957629534
2012-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0032598744433866363
2013-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0032614031791816083
2013-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0035310052091721074
2013-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.003965639821830882
2013-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0036081845241800036
2014-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0042814983409671875
2014-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0039667722598538905
2014-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.004136318924972395
2014-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.005458427193161488
2015-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.006863873814266455
2015-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.009089566925003484
2015-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.010272549586339592
2015-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.01330249835057297
2016-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.013650813262689661
2016-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.014412296360940586
2016-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.01615293422044827
2016-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.023017826366998985
2017-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.020976643727997634
2017-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.021231904924981528
2017-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.021445903724183868
2017-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.021055369887113397
2018-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.021223038024859284
2018-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.021259566583912547
2018-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.02046125980401867
2018-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.01907887892862901
2019-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.01880670281483534
2019-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.017704604039973693
2019-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.018361007040223812
2019-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.01841463685451675
2020-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.018563847783927064
2020-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.01906907625088311
2020-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.022461311082748087
2020-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.0216522155731742
2021-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.018094330181071695
2021-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.01611759195242225
2021-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.014843405159227984
2021-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.009719606946130055
2022-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.00961002734772496
2022-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.009511614267556118
2022-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.009276072555108485
2022-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.00860405572004989
2023-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.00878985967783203
2023-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.009014706084483995
2023-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.008833825763133048
2023-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.014575628662535223
2024-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.020122784791614896
2024-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.02230444083928718
2024-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.023476402361626635
2024-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.015654020735884212
2025-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.012703238348423365
2025-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.011645333892444876
2025-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BPH,0.011074922735886538
1999-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.9887
2000-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,1.0601
2000-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,1.233
2000-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.6375142832029533
2000-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,1.0139
2001-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.947
2001-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.7551
2001-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.7327629260903686
2001-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.9631
2002-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.9567
2002-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.8519
2002-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.9130087386662449
2002-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,1.0438
2003-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.8468
2003-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.7956
2003-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.8206187040647372
2003-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.843
